IDN,1996,1.0,0.65,74.0,0.8
IRN,1996,1.0,1.0,80.0,1.0
IRQ,1996,1.0,1.0,100.0,1.0
IRL,1996,0.25,0.25,18.0,0.25
ISR,1996,0.2,0.1,30.0,0.2
PSE,1996,0.8,0.4,58.0,0.9
ITA,1996,0.55,0.5,30.0,0.1
JAM,1996,0.3,0.15,11.0,0.1
JPN,1996,0.6,0.25,21.0,0.1
JOR,1996,0.8,0.5,45.0,0.8
KAZ,1996,0.9,0.9,62.0,0.7
KEN,1996,0.9,0.5,62.0,0.7
KIR,1996,0.5,0.0,18.0,0.4
XKX,1996,0.0,0.0,0.0,-0.014600089054990661
KWT,1996,0.8,0.2,42.0,0.7
KGZ,1996,1.0,0.4,60.0,1.0
LAO,1996,1.0,1.0,62.0,1.0
LVA,1996,0.35,0.55,21.0,0.05
LBN,1996,0.5,0.1,46.0,0.8
LSO,1996,1.0,0.75,55.0,1.0
LBR,1996,1.0,0.5,70.0,1.0
LBY,1996,1.0,1.0,89.0,1.0
LIE,1996,0.0,0.0,0.0,-0.014600089054990661
LTU,1996,0.4,0.3,25.0,0.3
LUX,1996,0.2,0.2,10.0,0.1
MKD,1996,0.8,0.2,36.0,0.7
MDG,1996,0.8,0.3,32.0,0.4
MWI,1996,0.2,0.3,36.0,0.6
MYS,1996,0.95,0.55,61.0,0.9
MDV,1996,1.0,0.4,68.0,0.85
MLI,1996,0.15,0.0,24.0,0.95
MLT,1996,0.1,0.0,17.0,0.75
MHL,1996,0.2,0.1,8.0,0.1
MRT,1996,1.0,0.5,71.0,1.0
MUS,1996,0.6,0.0,25.0,0.65
MEX,1996,0.5,0.5,52.0,0.5
FSM,1996,0.55,0.5,23.0,0.1
MDA,1996,0.95,0.45,62.0,1.0
MCO,1996,0.0,0.0,0.0,-0.014600089054990661
MNG,1996,0.65,0.4,34.0,0.65
MNE,1996,0.0,0.0,0.0,-0.014600089054990661
MAR,1996,0.7,0.5,48.0,1.0
MOZ,1996,0.8,0.5,36.0,0.5
MMR,1996,1.0,0.95,99.0,1.0
NAM,1996,0.7,0.1,30.0,0.2
NRU,1996,0.1,0.1,6.0,0.1
NPL,1996,0.75,0.4,52.0,0.85
NLD,1996,0.2,0.2,14.0,0.3
NZL,1996,0.15,0.05,6.0,0.1
NIC,1996,0.55,0.5,44.0,0.55
NER,1996,0.9,0.7,54.0,0.65
NGA,1996,1.0,0.9,92.0,1.0
PRK,1996,1.0,1.0,100.0,1.0
NOR,1996,0.0,0.05,5.0,0.2
OMN,1996,1.0,1.0,62.0,1.0
PAK,1996,0.75,0.15,60.0,0.5
PLW,1996,0.0,0.0,0.0,-0.014600089054990661
PAN,1996,0.2,0.55,30.0,0.75
PNG,1996,0.6,0.2,30.0,0.5
PRY,1996,0.7,0.3,52.0,0.5
PER,1996,0.5,0.3,60.0,0.8
PHL,1996,0.7,0.8,46.0,0.5
POL,1996,0.25,0.2,21.0,0.6
PRT,1996,0.2,0.2,17.0,0.45
QAT,1996,1.0,1.0,62.0,1.0
ROU,1996,0.55,0.85,49.0,0.55
RUS,1996,0.55,0.5,58.0,0.25
RWA,1996,0.95,0.95,74.0,0.9
KNA,1996,0.2,0.1,18.0,0.6
LCA,1996,0.25,0.1,13.0,0.3
VCT,1996,0.4,0.1,16.0,0.3
WSM,1996,0.55,0.5,28.0,0.35
SMR,1996,0.0,0.0,0.0,-0.014600089054990661
STP,1996,0.8,0.3,48.0,0.6
SAU,1996,1.0,1.0,62.0,1.0
SEN,1996,0.45,0.3,31.0,0.7
SRB,1996,0.0,0.0,0.0,-0.014600089054990661
SCG,1996,1.0,0.85,77.0,1.0
SYC,1996,1.0,0.5,50.0,1.0
SLE,1996,1.0,0.75,75.0,1.0
SGP,1996,0.9,0.85,61.0,1.0
SVK,1996,0.65,0.5,41.0,0.8
SVN,1996,0.5,0.55,27.0,0.3
SLB,1996,0.25,0.15,13.0,0.25
SOM,1996,1.0,1.0,79.0,1.0
SOM,1996,0.0,0.0,0.0,-0.014600089054990661
ZAF,1996,0.4,0.4,30.0,0.4
KOR,1996,0.4,0.1,22.0,0.3
SSD,1996,0.0,0.0,0.0,-0.014600089054990661
ESP,1996,0.35,0.2,17.0,0.3
LKA,1996,0.5,0.35,46.0,0.6
SDN,1996,1.0,1.0,80.0,1.0
SUR,1996,0.55,0.5,31.0,0.5
SWZ,1996,1.0,0.5,69.0,0.95
SWE,1996,0.1,0.2,10.0,0.2
CHE,1996,0.1,0.1,8.0,0.2
SYR,1996,1.0,0.5,75.0,1.0
TWN,1996,0.5,0.4,30.0,0.2
TJK,1996,1.0,1.0,96.0,1.0
TZA,1996,0.85,0.5,49.0,0.85
THA,1996,0.45,0.35,31.0,0.55
GMB,1996,0.9,0.2,62.0,1.0
TLS,1996,0.0,0.0,0.0,-0.014600089054990661
TGO,1996,1.0,0.5,70.0,1.0
TON,1996,0.8,0.35,35.0,0.6
TTO,1996,0.5,0.4,26.0,0.4
TUN,1996,1.0,0.5,70.0,1.0
TUR,1996,0.9,0.55,74.0,0.75
TKM,1996,1.0,1.0,84.0,1.0
TUV,1996,0.0,0.0,0.0,-0.014600089054990661
UGA,1996,0.75,0.15,38.0,0.7
UKR,1996,0.45,0.4,39.0,0.6
ARE,1996,1.0,1.0,76.0,1.0
GBR,1996,0.2,0.35,22.0,0.35
USA,1996,0.1,0.3,14.0,0.1
URY,1996,0.5,0.25,25.0,0.5
UZB,1996,1.0,1.0,75.0,1.0
VUT,1996,0.75,0.5,42.0,0.85
